"Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum, 0.11% in sulfide, Mo 4.1E-2% and Cu 0.36% in crude ore, in ground","kg","molybdenum","kg",0,1.00
"Molybdenum-99","kBq","molybdenum-99","kBq",0,1.00
"Monochloroethane","kg","chloroethane","kg",0,1.00
"Monoethanolamine","kg","monoethanolamine","kg",0,1.00
"Monolinuron","kg","monolinuron","kg",0,1.00
"m-Xylene","kg","m-xylene","kg",0,1.00
"Naled","kg","naled","kg",0,1.00
"Napropamide","kg","napropamide","kg",0,1.00
"Neodymium, 4% in bastnasite, 0.4% in crude ore, in ground","kg","neodymium","kg",0,1.00
"Neptunium-237","kBq","Neptunium-237","kBq",0,1.00
"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground","kg","nickel","kg",0,1.00
"Ni, Ni 3.7E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Cu 5.2E-2% in ore, in ground","kg","nickel","kg",0,1.00
"Nickel","kg","nickel","kg",0,1.00
