"077b92b0-0610-48ba-9ff8-55c13e98364b","014683-10-4","Sb-124","Antimony-124","4923348e-591b-4772-b224-d19df86f04c9","963f8022-3e2e-4be9-ad4d-b3b7a2282099"
"0795345f-c7ae-410c-ad25-1845784c75f5","000074-82-8","CH4","Methane, fossil","487df68b-4994-4027-8fdc-a4dc298257b7","7011f0aa-f5f9-4901-8c10-884ad8296812"
"07f704a2-2746-4364-bcfd-606cefc30715",,,"Heat, waste","980b811e-3905-4797-82a5-173f5568bc7e","be7e06e9-0bf5-462e-99dc-fe4aee383c48"
"08151735-9d1b-4b1c-a8b1-f341ade54f2f","014127-61-8","Ca++","Calcium, ion","487df68b-4994-4027-8fdc-a4dc298257b7","e47f0a6c-3be8-4027-9eee-de251784f708"
"082903e4-45d8-4078-94cb-736b15279277","001746-01-6",,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin","487df68b-4994-4027-8fdc-a4dc298257b7","7011f0aa-f5f9-4901-8c10-884ad8296812"
"082c37bb-a9f2-46e7-97de-5a023050ab7a","000999-97-3","C6H19NSi2","Hexamethyldisilizane","487df68b-4994-4027-8fdc-a4dc298257b7","f335ce0e-b830-475a-adab-03858d9cbdaf"
"08439a5d-5036-4e9f-89df-08239a6dbc33","014798-08-4","Ba-140","Barium-140","4923348e-591b-4772-b224-d19df86f04c9","963f8022-3e2e-4be9-ad4d-b3b7a2282099"
"085bfe35-58e0-4a33-850c-4cb87ce32352","010028-15-6","O3","Ozone","487df68b-4994-4027-8fdc-a4dc298257b7","f335ce0e-b830-475a-adab-03858d9cbdaf"
"086f6b04-002c-49a0-9be8-2bad29a9c17a","000107-02-8","C3H4O","Acrolein","487df68b-4994-4027-8fdc-a4dc298257b7","23dbff79-8037-43e7-b270-5a3da416a284"
"0898b1e9-b747-4589-86b3-ff20fd74ce64","013981-28-7","La-140","Lanthanum-140","4923348e-591b-4772-b224-d19df86f04c9","23dbff79-8037-43e7-b270-5a3da416a284"
"08a570d6-99a9-477b-8099-77fc2a8afafa","013968-53-1","Ru-103","Ruthenium-103","4923348e-591b-4772-b224-d19df86f04c9","23dbff79-8037-43e7-b270-5a3da416a284"
"08b681c9-b5fc-46c8-beb5-5ee8bf31cef9","014158-27-1","Sr-89","Strontium-89","4923348e-591b-4772-b224-d19df86f04c9","963f8022-3e2e-4be9-ad4d-b3b7a2282099"
"08b928d8-1812-4e0b-b057-4bcaaba24865","000087-86-5","C6HOCl5","Phenol, pentachloro-","487df68b-4994-4027-8fdc-a4dc298257b7","e8d7772c-55ca-4dd7-b605-fee5ae764578"
"08c3135c-9ac5-472b-9a0e-04f2f85099bb","015046-84-1","I-129","Iodine-129","4923348e-591b-4772-b224-d19df86f04c9","aa4362e0-b20a-448b-b2a0-261f4510deb5"
"08c96ec9-3284-4871-8d79-7a43a164e96a","016961-83-4","H2SiF6","Fluosilicic acid","487df68b-4994-4027-8fdc-a4dc298257b7","23dbff79-8037-43e7-b270-5a3da416a284"
"08e8878b-4069-4b49-8bca-0dd7c9b44b71","014380-75-7","Pm-147","Promethium-147","4923348e-591b-4772-b224-d19df86f04c9","e8d7772c-55ca-4dd7-b605-fee5ae764578"
"08ebf986-d40a-4538-8aa7-21da2f99edf7","007440-29-1","Th-232","Thorium-232","4923348e-591b-4772-b224-d19df86f04c9","7011f0aa-f5f9-4901-8c10-884ad8296812"
"08f3db43-3185-4d9d-846a-404e27928eaf","057837-19-1","C15H21NO4","Metalaxil","487df68b-4994-4027-8fdc-a4dc298257b7","e1bc9a16-5b6a-494f-98ef-49f461b1a11e"
"08fd6c23-2f15-440a-a366-ebcc2b6b4f3d","055290-64-7","C6H10O4S2","Dimethipin","487df68b-4994-4027-8fdc-a4dc298257b7","e1bc9a16-5b6a-494f-98ef-49f461b1a11e"
"090cc44a-7ca1-46fc-98bf-5bc6f5afb0a6","013982-63-3","Ra-226","Radium-226","4923348e-591b-4772-b224-d19df86f04c9","aa4362e0-b20a-448b-b2a0-261f4510deb5"
"090e9aa9-a9a9-4878-9634-3ad0ba7fbc91",,"CORINE 511a","Transformation, to water courses, artificial","1017f68a-f818-4f9d-a34d-a31e7386f628","7d704b6f-d455-4f41-9c28-50b4f372f315"
"091d8157-f865-4858-8ceb-0a49ac84614b","014163-25-8","Ar-41","Argon-41","4923348e-591b-4772-b224-d19df86f04c9","be7e06e9-0bf5-462e-99dc-fe4aee383c48"
